Ticker,31-Jan-22,30-Apr-22,31-Jul-22,31-Oct-22,31-Jan-23,30-Apr-23,31-Jul-23,31-Oct-23,31-Jan-24,30-Apr-24,31-Jul-24,31-Jan-25,30-Apr-25,31-Jul-25,31-Oct-25
TLF,5.495,-0.2,-18.6,-6,-12.708,-16.433,-0.983,-2.979,6.663,1.799,5.459,53.1179082,28.29108449,65.69705633,46.66468147
TLIS,-87.922,-91.483,-85.504,-68.178,-56.322,-33.77,-31.401,8.467,-25.943,-41.897,-38.38299178,-31.11370963,-35.03962807,-25.84495539,-13.81933438
TLPH,-82.237,-72.089,-83.715,-92.381,-82.991,-85.637,-80.905,93.009,11.718,-4.232,91.81,56.26412564,3.423944499,29.55066185,-31.46946124
TLRY,-85.576,-77.202,-71.234,-62.14,-62.207,-47.123,-29.968,-23.551,-29.762,4.145,-28.378,-53.69918698,-38.90479236,-38.15348917,-38.02020883
TLS,-80.11,-64.251,-80.388,-78.103,-69.521,-70.729,-11.628,85.48,11.46,-22.179,28.947,58.87068587,-3.741326004,-3.272808856,-3.129789699
TLSI,-0.153,0.61,0.602,2.108,7.235,-51.717,-60.08,-4.326,-16.376,22.448,0.25,-4.829049007,3.066327342,0.350773562,-2.504415073
TLYS,-19.59,-53.646,-52.925,-40.325,-14.839,-15.333,25.867,-14.644,-10.539,-11.496,-47.876,0.247523213,65.3114986,98.00451597,120.4395292
TM,-11.6,-10.084,-24.003,-28.078,-8.576,9.875,40.411,66.091,24.501,4.032,-7.709,34.3042447,-3.706036012,2.210676544,1.04702432
TMC,-86.707,-75.125,-73.199,-48.377,-44.318,41.709,8.602,94.969,34.12,-30.426,-1.485,91.35270719,-20.89060686,-20.9965514,-19.01839911
TMCI,-41.901,-30.797,-11.35,19.629,53.248,-11.408,-53.445,-41.306,-50.925,-61.369,-42.4,-95.62258936,-39.442326,-37.16020634,-35.74099651
TMDX,18.111,28.871,79.994,326.244,156.34,103.861,9.382,13.789,52.508,88.774,44.584,54.65504702,12.38300138,26.15349393,25.36296971
TME,-72.876,-47.646,-27.01,50.538,84.819,32.548,31.842,57.714,71.924,79.645,47.20695157,157.8707198,54.51477533,46.9816763,41.03106402
TMHC,34.2782442,4.97,-12.512,29.486,48.517,68.622,43.246,58.714,64.152,37.427,80.56,96.34046779,49.83521332,41.90961591,31.28161274
TMP,-7.202,-4.073,-3.307,-2.258,-30.026,-23.652,-36.765,-35.312,-6.073,-1.168,50.404,10.05621449,-14.60050453,-0.94096743,5.996033632
TMUS,-1.308,-0.997,21.442,18.485,18.249,-2.223,0.256,9.689,27.258,30.312,56.713,68.80044527,49.97526065,35.36095208,21.29096166
TNC,-16.389,-14.209,-29.069,-4.55,10.963,25.239,27.373,39.274,28.205,10.453,12.086,54.80733565,13.85824498,13.16112353,12.43658037
TNDM,6.292,-34.314,-63.694,-62.27,-57.694,-53.618,-65.427,-43.695,13.371,10.066,92.901,139.9999244,148.5003328,124.4366423,98.73934299
TNET,8.078,7.747,-21.088,-4.786,-9.999,21.304,42.268,46,14.213,16.026,-26.267,-14.05102345,-21.35176432,20.34757245,86.1705163
TNFA,-35.714,-19.852,-74.834,-63.09,-18.376,-69.213,-85.11,-95.601,-83.316,-95.363,-87.88,-66.73162739,70.9227216,-55.95264121,84.14311837
TNGX,-59.047,-68.121,-43.341,-46.23,-21.121,-30.785,24.339,121.958,48.869,153.488,-63.758,87.9694672,-18.74701283,-6.498060097,-5.830474866
TNK,21.26,103.664,154.21,185.819,119.055,92.541,53.951,29.863,58.042,32.384,65.51259175,81.47309013,12.1815912,11.10944138,10.46688497
TNL,-15.368,-17.526,-30.493,-27.252,-32.165,-11.205,-11.882,6.361,15.033,13.975,44.204,48.74603845,-29.17433508,9.216707559,21.12164931
TNXP,-87.165,-93.215,-97.395,-89.512,-87.97,-89.688,-83.8,-95.689,-139.4,-115.2258134,-103.8146533,-288.4241335,-128.386069,-62.57258103,-154.3188825
TNYA,56.305,-77.818,-92.699,-67.094,3.03,-23.862,-3.922,44.311,-7.435,-35.885,13.776,-39.02588553,-3.877288998,-0.473167738,-5.76302791
TOI,56.305,-57.028,-53.8,-89.338,-92.413,-76.869,-40.645,172.414,-8.598,-44.444,-85.652,23.6089589,-35.16064723,-33.01175173,-28.92996086
TOL,-2.7,-18.507,-31.856,-26.889,10.205,35.664,87.569,106.186,87.634,77.06,70.731,148.5923344,24.06880903,13.32977344,4.298021186
TOMZ,-76.443,-41.361,-48.413,0.60383865,0.60383865,0.60383865,0.60383865,10.243,5.946,-27,-0.211,40.75082517,59.83105242,82.69550891,86.75373298
TOON,-60.096,-43.441,-47.362,-67.274,-56.664,-76.271,-85.683,-48.667,-60.104,-55.392,-20.865,-73.744697,12.37069067,6.531615501,-11.41312023
TOST,56.305,18.872,-65.844,-6.023,40.894,18.024,-28.241,20.152,50.611,-2.028,151.713,144.0439097,84.48366734,117.7085192,95.55744438
TOUR,-79.71,-51.548,-7.759,166.177,191.071,99.734,-0.467,-54.254,-1.869,-42.6,111.3898456,-11.75779091,247.8493853,290.3137562,269.0243142
TOVX,-54.448,-72.064,-85.161,-73.022,-70.104,-55.831,-31.412,-27.401,-62.36,-67.156,-87.006,-105.3541652,9.789159076,35.33501159,47.81979224
TPB,-37.617,-53.586,-38.781,-30.251,-25.624,4.456,-5.381,19.913,56.363,52.392,122.123,144.6749345,67.10741147,38.74941008,18.96368231
TPC,-42.462,-44.333,-51.187,-36.661,-38.831,3.608,5.293,28.87,158.416,195.025,311.413,406.286499,194.1848187,119.635786,22.00054593
TPH,-5.329,-9.869,-31.459,7.09,31.473,55.319,48.216,52.704,61.924,51.42,63.377,100.5098514,66.80899656,32.9561635,1.011387727
TPIC,-73.814,-60.109,-61.494,4.833,-11.812,-61.347,-76,-78.961,-51.075,-44.194,16.458,-62.40555544,-0.064787749,-0.625115599,-0.334778337
TPL,-11.38,20.424,87.851,76.746,0.578,-17.187,-20.88,-14.896,41.313,58.259,116.463,126.1183795,84.592695,51.19871976,32.18226544
TPR,12.548,-34.551,-6.472,-18.732,8.1617,31.277,-20.997,-3.847,26.812,13.295,82.284,58.86242973,48.23017805,68.94836749,77.36560856
TPST,-80.05,-81.865,-86.278,-65.421,-28.472,-75.502,76.25,184.627,47.787,119.672,-61.702,43.37690816,30.21871225,-318.098216,-160.2038743
TPVG,-2.48,-10.607,-27.984,-28.431,-31.786,-10.865,-22.365,-6.935,-20.377,-35.445,-29.43,-17.22215836,4.790694085,9.548971486,10.73371924
TPX,39.95123215,45.13880633,45.13880633,45.13880633,30.747,66.281,26.861,18.735,44.07,7.92,44,100.6206208,58.11129894,54.04214351,48.74487903
TR,2.855,4.254,25.988,29.246,21.159,-6.064,10.88073746,10.88073746,10.88073746,10.88073746,4.976,12.25574942,6.379907755,7.757717431,-6.295932658
TRAK,-5.675,15.888,-5.451,-27.859,30.083,43.871,89.861,104.047,113.832,107.063,118.429,219.7209269,20.99567095,-5.198600103,-0.674436271
TRAW,-88.331,-73.093,-75.071,-57.393,9.259,-27.165,-25,33.355,-49.041,-61.081,-66.176,-148.1760704,-121.7086005,-130.2094411,-134.8549967
TRC,7.987,-16.595,-16.189,10.826,-2.737,13.522,-4.35,-14.55,-2.547,-2.944409241,-2.467568894,-4.811092413,1.192511812,1.278733816,1.123065428
TRDA,56.305,18.872,-5.614,16.704,91.186,21.26,-14.365,21.279,13.074,2.662,9.594,38.01374546,20.4339417,19.15196814,17.88770994
TREE,-58.186,-76.99,-82.22,-71.802,-77.111,-46.015,-40.263,20.164,97.673,116.495,206.567,329.0898864,123.0154239,83.16742252,57.81617227
TREX,-48.368,2.7124,-58.468,-44.033,1.114,8.319,14.993,84.553,38.011,10.732,20.271,89.19661372,23.99943647,24.07861405,24.04583588
TRGP,101.023,50.802,24.491,21.675,-7.162,27.948,29.502,23.438,63.777,66.361,96.565,138.8483056,63.09092281,54.81844082,49.44115431
TRI,3.445,3.049,-12.863,18.782,25.861,9.352,14.58,23.031,28.014,21.201,40.003,59.91417296,26.62357416,22.44650083,19.39853101
TRIB,-60.03965756,-64.99028516,-64.99028516,-64.99028516,-37.47,-56,-50.273,-57.245,-66.319,-56.745,-51.453,-126.2005031,-76.52646474,-71.67088376,-76.69422705
TRIN,3.8,2.068,-31.246,-26.145,-24.342,1.283,26.348,11.202,-27.906,-3.8,-4.689,-197.7827757,-905.0646117,-2738.217724,-7398.316462
TRIP,-45.091,-47.141,-31.746,-21.738,-30.346,-12.164,-32.311,22.202,-2.897,-7.378,8.07,4.197538174,26.32807463,0.817672176,-18.85041167
TRMB,1.743953597,-20.245,-61.694,-14.657,-25.067,-18.106,-20.951,11.975,1.503,-6.382845119,3.989353597,33.09278247,50.32076634,60.34357548,55.52019415
TRMD,25.971,140.682,245.839,322.154,154.009,36.083,13.254,-3.74,32.588,40.089,86.44408488,77.2538768,49.39087709,46.4023234,46.78264828
TRMK,-15.993,8.661,8.703,-6.855,-22.718,-18.536,-40.42,-6.887,13.836,16.344,60.936,71.57964968,-33.23206364,-5.683704895,-100.1475497
TRML,-65.884,-64.83,-90.426,-76.382,-54.866,-38.144,7.32,114.521,10.445,-51.533,68.453,-37.94615185,-31.31356564,-29.56670068,-29.32782391
TRN,1.332,-5.889,-14.978,-11.623,-23.02,2.607,-7.445,-2.492,26.344,42.69,50.681,72.02115404,25.75466514,19.34999524,15.28078873
TRNO,12.248,-8.426,-26.332,-11.193,-12.847,-5.897,-3.037,-7.532,1.351,13.427,10.041,1.105666791,13.67884652,14.56813835,12.65237363
TRNS,15.89,12.494,-14.87,3.011,40.575,28.774,23.874,29.155,33.556,23.139,20.036,76.3573949,27.95855614,27.48594968,31.45064805
TRON,-0.598,3.814,2.626,5.93,6.219,10.725,9.843,9.013,11.968,7.783211749,7.861183028,18.29211749,9.480726882,9.248001847,9.588101549
TROW,3.054493275,3.27020333,3.27020333,-14.509,-18.019,4.976,-17.114,-10.792,6.616,-11.602,26.779,47.44883837,18.91819493,35.07233072,16.8354071
TROX,-18.591,-12.688,-46.439,-28.477,-29.704,-13.054,-13.137,-1.786,-4.858,-5.737,13.749,-9.182137632,-52.33758203,-7.793431809,-21.01324674
TRS,-5.845,-13.57,-30.974,-3.811,-18.267,-5.97,3.063,-20.42,-1.987,-6.862,7.106,11.15803461,9.137223389,-9.559228458,-2.261822684
TRST,-16.706,1.133,6.408,9.441,-12.433,-10.171,-27.302,-25.289,1.596,6.006,33.581,32.75377394,16.35258748,23.68315966,10.33752083
TRT,-6.114,9.05,-27.117,-33.137,-8.245,28.893,19.531,26.652,21.806,-14.261,12.57,57.45153244,6.486240297,29.95475991,23.2770046
TRTX,-12.691,-20.349,-35.523,-34.021,-38.454,-27.169,-34.716,-27.995,3.57,15.969,50.998,44.33077313,24.29604395,15.28365703,9.904727032
TRU,-14.373,-36.119,-49.481,-25.475,-29.844,7.64,17.965,11.483,25.064,3.1,60.517,49.67721863,84.98384748,81.57959386,42.37409702
TRUP,-21.554,-34.547,-61.998,-21.089,-54.605,-52.352,-42.486,-54.451,4.784,23.548,108.722,45.72343417,41.49502825,72.25968157,57.33305792
TRV,13.119,3.799,12.086,7.31,3.639,10.712,-3.479,19.644,24.733,17.192,57.528,46.80210375,32.18379197,18.19960686,-4.335667803
TRVG,-40.395,-41.216,-60.606,-17.826,-34.597,-22.989,7.692,-73.228,-54.417,-68.209,-67.857,-101.9105949,-27.22269649,-23.65224809,-23.45378318
TRVI,1.99,103.333,64.957,18.301,46.341,-44.028,-29.793,95.58,45.577,17.155,128.782,105.7681224,95.13803967,82.29844844,71.34191942
TRVN,-87.988,-80.664,-85.635,-94.908,-75.894,-84.675,-80.597,-96.11109605,-107.204,-75.162,-71.08027114,-188.3839605,-103.7471339,-5.490592334,2.577014882
TRX,-41.509,-30.722,-11.688,8.642,85.484,38.393,22.059,-17.5,-0.423,-10.108,6.528778918,-34.95703884,-4.639738839,-2.604664209,-1.23380777
TSBK,-12.065,-11.05,22.442,23.476,-10.93,19.038,-10.268,-20.444,-4.15,-12.375,-2.707300354,3.297425719,-5.953701094,-3.43668249,-1.247619953
TSE,-31.234,-39.765,-56.619,-54.535,-62.689,-49.439,-72.888,-81.65,-56.207,-84.259,-39.845,-9.160004767,181.9782726,268.0257846,303.7652321
TSEM,84.065,62.483,14.91,-12.809,-11.858,-24.202,-39.778,-19.766,15.92,19.164,90.031,70.07363179,89.37529616,84.81210889,47.24342988
TSHA,-84.19,93.87525242,93.87525242,93.87525242,93.87525242,-46.076,-39.545,245.092,99.251,-4.225,66.165,374.094467,173.1039563,155.0821009,144.7095207
TSLA,43.724,24.895,-38.162,-42.727,-51.138,0.234,0.393,10.224,10.268,-19.724,22.822,47.65916643,128.7468604,178.202533,188.9160613
TSLX,-0.632,-18.803,-22.785,-19.754,-17.129,5.474,58.5390805,58.5390805,132.899,4.142,-0.346,522.324805,-7.496876577,404.646117,-260.2424054
TSM,-19.118,-21.333,-38.664,-20.786,-8.278,2.432,35.865,50.119,71.475,82.626,90.577,167.228318,40.08781391,24.06339408,-1.639251812
TSN,51.653,17.787,3.622,-61.281,-4.7489,-45.358,-62.527,-5.861,0.826,16.298,37.352,65.05162965,36.42600795,25.91066402,19.02861053
TSQ,-16.495,-30.757,-42.344,-32.9,2.16,0,10.723,27.966,-185.58,22.541,14.302,-1189.010726,-1703.589711,-88.61491408,-4753.339082
TSRI,40.502,5.293,-15.806,-3.268,-33.163,-24.92,15.633,9.049,-2.139,-1.71378245,-6.383080207,-8.3188245,-6.564538755,1.374886695,6.312849994
TT,34.68079374,52.30604079,52.30604079,16.672,25.869,35.882,32.765,47.395,64.457,63.016,75.888,131.7979621,29.31844584,13.61020607,6.392285499
TTC,-3.642,-19.54,-23.235,16.266,24.474,13.565,4.126,-12.542,-4.154,-6.101,-6.03,-17.94300364,25.21071765,26.77264129,36.39445581
TTD,-10.641,-32.981,-55.054,-18.057,48.503,48.495,92.555,14.193,58.224,9.07,72.543,112.4880463,75.86436959,76.48392657,76.28748443
TTE,9.892,9.973,6.918,16.082,26.4,20.854,21.014,3.496,12.305,14.298,-4.707,18.87706212,2.576884999,3.856524022,4.486419966
TTEC,-34.092,-30.642,-60.313,-48.038,-49.86,-54.709,-45.856,-56.657,-71.652,-83.898,-74.965,-113.8288888,-10.03031947,-11.78147129,16.44508856
TTEK,21.486,1.512,9.04,-18.758,5.132,13.484,13.682,13.705,31.28,38.964,13.67899973,76.5652696,30.1783009,12.68391398,8.608782468
TTGT,-9.443,-5.802,-48.18,-51.863,-47.736,-57.79,-49.359,-17.758,-13.059,-0.82,23.101,24.27313334,42.09911424,39.95411014,36.35244347
TTI,14.198,24.522,44.868,23.125,-21.351,14.834,12.955,-2.284,-0.204,-16.927,-47.133,37.32835154,5.951188059,11.36824736,12.97489936
TTMI,-13.949,-6.832,15.835,2.157,9.274,-17.038,-11.33,-1.196,37.709,52.426,87.202,116.1909662,75.52983323,42.39051974,30.6453459
TTNP,-79.342,-38.318,-41.81,-17.822,50.418,-60.803,-57.447,-58.072,-60.75,-51.488,-20.59109596,-75.94180911,1.914547747,14.85166502,14.15782761
TTOO,-77.404,-84.86,-94.493,-97.874,-97.593,-96.173,-98.076,-93.522,-98.483,-87.323,-87.991,-127.8114532,-25.68286317,-22.00646095,-21.47983944
TTWO,-31.374,-24.459,-51.496,-33.885,12.918,15.436,56.375,36.065,23.764,3.888,22.451,8.368,2.1245,2.1245,2.1245
TU,15.743,0.721,-8.387,-18.591,-16.833,-23.256,-16.714,-12.637,-17.321,-3.205,-11.725,-36.3889352,-10.36956748,-26.68811166,-19.16631843
TUSK,-51.344,-1.626,81.126,217.797,101.658,49.174,-25.046,-33.511,26.204,-28.717,-10.366,205.6873193,369.9182793,487.1606828,603.3394247
TUYA,-86.819,-88.642,-84.111,-14.091,-9.565,10.145,122.611,3.175,44.373,16.447,44.89457412,69.4861374,115.783754,157.7742752,213.545712
TVTX,4.638,86.344,-21.972,-19.44,-35.055,-36.875,-68.061,-62.157,5.713,-43.243,143.733,100.8804757,183.3112282,123.9107542,3.658022708
TW,-12.414,-20.904,-39.237,-12.273,-2.585,17.289,62.32,44.11,46.634,30.487,46.552,79.04753836,28.68387607,23.95241885,23.32998434
TWI,27.716,104.212,81.311,29.846,-29.704,-25.162,-24.431,-15.72,-2.741,19.96773917,32.12191726,54.35039169,56.77061293,62.35442161,60.05213806
TWIN,31.023,5.1015,-18.016,-4.274,-18.516,10.701,30.864,34.286,10.436,-17.942,-7.547,12.25272824,-1.917771226,7.858313778,10.83130739
TWKS,56.305,18.872,-73.105,-59.427,-52.998,-65.881,-44.724,-55.435,-55.644,-17.083,-11.63144361,-95.09541036,1.881555696,58.29556518,111.104443
TWLO,-61.617,-77.269,-85,-60.448,-58.091,-29.71,31.025,-9.424,-7.786,-5.73,44.018,-76.89319445,-53.41473463,-24.07091936,-15.83498204
TWO,-23.907,-18.612,-39.382,-17.808,-40.182,-33.672,-24.118,-23.054,-41.855,-1.607,3.101,-171.781977,-38.51016993,-35.41876191,34.53561758
TWOUQ,-77.653,-77.468,-76.215,-12.894,-41.929,-58.687,2694.690957,2694.690957,2694.690957,2694.690957,2694.690957,1958.409027,7990.70968,12879.5629,4463.073963
TWST,-73.111,-49.876,-74.103,-59.48,-57.311,-58.009,-5.312,39.763,53.766,80.926,74.736,190.4891279,40.91627903,40.25692907,44.82019792
TXG,-65.558,-73.715,-82.077,-36.942,8.51,24.7,24.514,-6.533,-25.655,-65.114,-60.247,-71.24924213,-12.86038443,-18.90854717,-23.44754055
TXMD,-94.342,-79.797,-79.466,-83.655,39.809,-58.333,-68.885,-35.674,-68.784,-56.623,-25.373,-167.8146048,354.6528624,352.9412642,-846.9151761
TXN,-6.836,-6.726,-15.623,6.341,-2.91,2.6,-10.186,-12.667,15.673,12.659,42.281,59.35183012,46.93008961,47.09664634,29.96808192
TXNM,-3.262,-0.269,-5.688,9.767,1.34,-8.029,-8.483,-25.49,-11.152,-5.775,-1.537,-17.5972378,9.201756543,12.37097572,13.18925809
TXRH,-19.803,-3.62,3.3,11.264,29.079,23.453,5.429,43.421,51.82,52.245,79.824,106.5503994,22.23391277,6.963587529,-5.060608051
TXT,37.985,14.112,-6.509,-3.19,12.8456,-9.008,33.585,17.331,16.647,20.308,7.195,30.46981485,0.590599099,3.11869115,6.020082641
TYGO,4613.549559,2.041,2.128,4.975,-98.92586977,15,-77.579,-90.043,-142.629,-87.478,-49.115,-566.5586977,1825.726001,-10747.30163,55288.02722
TYL,-8.069,-18.711,-38.357,-15.803,-0.923,2.361,11.144,29.325,31.65,39.099,57.06,50.91151107,44.69411863,37.15494848,29.79068656
TYRA,56.305,18.872,-77.521,41.379,49.824,67.517,86.79,6.131,50.667,29.054,41.036,73.47162619,35.23668379,26.75983419,28.34053364
TZOO,-62.178,-56.255,-45.67,-7.927,36.364,12.842,33.725,67.715,102.607,57.511,114.178,329.6716376,21.24296299,-34.08152561,8.695096463
U,-42.866,-58.508,-87.815,-69.173,-40.287,-17.676,17.395,-1.08,-11.661,-65.356,-12.005,8.756444192,16.18494977,19.93672512,12.36060478
UAL,-0.353,-21.919,-14.908,3.289,-11.721,51.095,-7.315,-7.144,22.126,-17.995,98.717,15.39551567,-11.80207809,-31.30669585,3.049578486
UAMY,-45.013,-47.725,-56.776,-38.983,-15.196,-25.478,-18.919,-32.5,15.47,2.849,106.667,60.20307998,68.37185436,53.24240309,43.13602353
UAN,178.059,108.87,52.421,1.258,-34.389,-28.455,-34.608,-29.958,-20.52,-8.77,-10.998,-10.32885059,13.75907551,-11.5233291,-120.6698348
UAVS,-82.883,-74.627,-79.695,-54.286,-50,-70.346,-79.453,-92.313,-92.22,-91.88,-39.77913731,-127.1079487,-2.23114276,22.71822543,107.3935442
UBCP,7.639,4.173,0.132,-19.226,-31.551,-21.926,-31.707,-6.386,-2.856,0.38,24.035,18.47095935,0.134145218,1.562386585,-2.076622945
UBER,-42.487,-26.051,-36.695,-1.921,41.036,47.441,73.273,137.983,76.988,38.139,44.331,120.7623066,41.82140468,39.4801124,38.08137683
UBFO,-5.314,-11.4,-12.389,-22.113,-26.148,-1.259,17.605,15.931,17.279,7.365,10.429,53.60280175,17.92064724,33.78821459,36.63955156
UBSI,-15.049,10.02,10.908,16.571,-16.063,-12.959,-30.894,-14.24,-3.116,6.846,-0.083366326,35.66918836,14.3216257,-5.84455837,3.630269405
UCB,-13.331,12.599,5.447,-12.762,-25.548,-13.409,-38.017,-21.718,-11.25,-8.984630197,-5.221866361,28.14269803,6.189077192,4.643696785,3.589562416
UCL,-90.866,-84.963,-27.82,110.66,245.69,354.395,33.333,-62.169,47.156,-47.81,61.26671595,-41.9707172,14.54621887,17.61375567,17.54818492
UCTT,1.000731906,-36.26,-77.058,-26.607,-8.317,9.892,-20.955,44.947,36.033,36.096,42.607,103.6105103,48.90436186,44.50715508,39.80480212
UDMY,-24.95707973,-60.792,-30.319,-20.984,-14.526,-8.421,-36.389,12.241,-10.16,-33.51,-18.07817973,15.28135056,-22.57874658,-4.964105182,-17.08694558
UDR,22.183,-16.352,-29.179,-18.809,-26.573,-12.667,-19.633,-19.478,2,-1.33,33.682,31.42732605,32.47948659,20.2073843,10.21537139
UE,1.386,-15.566,-27.177,-14.622,-24.816,11.507,14.928,8.908,31.026,15.735,42.434,92.64699905,82.71534499,20.64782072,-116.2743168
UEC,43.034,2.848,-7.273,-11.204,-26.84,-4.615,44.258,113.88,-170.334,95.484,23.689,-1294.701425,-5278.349579,-11297.34922,-10771.87895
UEIC,-44.998,-46.159,-37.4138,-68.18,-69.842,-57.657,-62.915,-12.644,-12.735,-0.822,1.814,55.81696329,9.023625719,9.264049493,8.775013668
UFCS,-3.522,-0.118,19.624,4.086,-19.655,-20.403,-24.722,-19.8,-4.874,-7.253,25.967,16.96555951,17.39292274,14.54294942,12.39961226
UFI,-48.815,-35.8659,-48.551,-72.114,-52.637,-45.845,-46.919,-41.932,-21.772,20.398,-0.472,-15.86105688,2.013231988,-5.332830485,-10.55776593
UFPI,-4.502,21.819,-20.528,5.096,18.3502,0.421,63.317,32.41,36.104,15.354,34.011,71.10839102,27.4542466,24.61260244,22.02989785
UFPT,32.508,29.303,74.685,96.93,106.313,100.498,18.714,83.485,99.898,74.712,151.493,170.4850921,78.18772152,58.99606398,48.69799802
UG,12.011,-0.841,-12.857,-52.833,-43.72,-50.713,-40.582,-15.279,1.171,52.743,40.68,20.17719081,13.14568929,-1.614241661,-5.515110374
UGI,-17.39,-12.732,-6.97,-2.135,-19.973,-41.596,-46.523,-41.107,-29.407,-2.172,-12.92295099,-15.63886731,6.050882627,3.27842914,10.56317833
UGRO,-17.237,-38.25,-69.012,-77.292,-74.151,-80.605,-68.599,-48.302,-46.044,-50.61622146,-50.39100466,13.32978542,-17.26112737,-24.82230339,-28.17061584
UHAL,-11.765,-9.19,-31.036,11.16,7.714,7.309,2.268,-2.676,20.693,11.156,43.684,62.41679506,34.65268747,32.13998328,28.2959702
UHG,0.205,2.174,3.385,27.347,19.427,-13.678,-23.81,-44.391,-29.071,-32.981,-14.844,-44.72409515,-5.022291344,-5.399716703,-8.463374139
UHS,-17.649,-27.892,-12.334,7.075,12.042,23.711,14.475,13.524,38.502,60.258,60.083,58.96072069,25.62292556,17.43038879,13.81864805
UHT,-25.855,-11.816,-18.294,-5.613,-9.019,-9.974,-17.652,-21.291,-10.87,-11.331,6.428,-11.39714252,1.689053441,1.155556325,2.17553308
UI,-16.976,-1.805,-3.571,20.18,-13.411,-43.811,-64.292,-58.681,45.405,9.235,194.227,235.7510353,395.9286057,467.5162148,496.0023042
UIS,-29.798,-37.634,-83.1,-78.039,-80.129,-62.213,-22.148,16.352,14.914,-27.947,106.897,78.54413257,7.635093826,0.497986721,-0.658467043
ULBI,-40.268,-45.854,-24.838,-22.841,-17.312,69.369,59.827,136.318,85.542,45.08,8.108,194.5504268,49.38865508,66.15109392,25.03779597
ULCC,46.94817959,-18.95319395,-18.95319395,-11.454,14.388,-20.497,-58.881,-29.817,-64.775,-64.509,48.449,-263.3970709,260.9611314,-583.8118144,914.6534789
ULH,26.53493604,-10.554,78.9,93.972,55.94205913,10.09,-53.015,28.365,56.729,19.842,121.233,213.8585913,63.56322376,25.29513401,8.891002678
UMBF,-4.841,-4.079,-22.106,-7.79,-32.471,-21.897,-17.911,-11.911,25.447,39.353,72.125,92.92361463,50.33393399,38.43239379,28.8751591
UMC,-12.354,-38.966,-32.92,-2.344,-4.131,2.118,2.92,-11.314,33.551,25.037,70.523,81.38855007,50.88451113,32.77030975,-13.03992461
UMH,5.88,-10.297,-29.385,-25.198,-32.668,-21.95,-14.568,-16.049,3.266,16.738,27.514,27.91116555,18.7793755,11.89444662,6.683479709
UNB,-14.353,-23.837,-25.095,-25.544,-27.586,-12.604,18.468,35.209,13.351,1.947,8.547,28.53972294,4.476375909,5.492481034,7.058865664
UNCY,-8.998154081,-73.485,-75.092,62.791,95.714,17.286,-23.111,-34.286,-31.105,-20.4278401,-9.797554081,-84.30805672,-58.68234431,11.86359419,-12.97979069
UNF,-21.024,-18.272,-12.693,0.427,-3.721,-15.81,-7.269,-18.32,11.456,11.638,22.44,76.05666039,72.48888711,56.43514831,33.77561215
UNFI,3.827,26.883,-20.562,-30.156,-21.287,-46.032,-63.21,-60.865,-30.213,-42.882,59.942,-28.23277366,60.49808398,65.64218799,23.29613265
UNH,23.059,28.146,18.827,1.276,-3.581,13.23190247,13.23190247,13.23190247,13.23190247,13.23190247,4.557,13.40589698,13.41066233,11.74171674,21.47674864
UNIT,10.556,-18.189,-49.856,-56.941,-69.514,-49.543,-29.268,6.74,-6.797,-17.907,19.675,29.51901165,2.871164626,-0.78788639,-3.482700165
UNM,20.832,44.646,71.048,53.962,20.848,36.961,-5.434,12.116,27.56,16.907,51.649,53.16384769,24.47677479,17.85150872,13.64226073
UNP,12.12,-3.48,-19.383,-15.219,-17.103,12.317,12.808,21.387,13.592,-1.113,9.709,26.44249385,3.39645614,8.424075232,5.669292665
UNTY,21.581,25.719,5.347,-12.446,-23.214,-3.549,-13.501,13.517,30.677,14.422,85.07,88.10170646,45.75682832,48.3273441,29.36127251
UP,-75.372,-67.803,-74.315,-80.225,-84.23,-94.431,-91.2,-61.915,-19.924,17.606,54.545,55.85198152,163.7788872,246.9888664,356.3182426
UPBD,-55.456,-51.117,-51.081,-17.9850836,-17.9850836,-17.9850836,-17.9850836,25.691,9.612,4.766,5.712,2.278583376,70.05915737,-140.3155767,-17.52262772
UPLD,-66.788,-67.643,-78.018,-67.478,-79.134,-69.565,-49.933,-21.212,-50.167,-32.799,-40.054,-87.43788775,-62.39095664,-59.3099362,-64.9054905
UPS,-14.32,0.426,-21.896,-14.6,-4.336,-6.654,-15.057,-16.71,-15.449,-31.698,-4.206,-18.3695107,4.497895083,18.96798056,15.6680042
UPST,-67.483,-86.005,-93.542,-85.444,-43.558,19.613,25.322,43.212,121.592,-2.145,278.859,364.689231,382.8245699,421.7018519,461.6520348
UPWK,-55.077,-59.785,-76.985,-55.949,-57.802,-56.914,-4.866,17.485,42.896,4.915,21.247,275.5063399,225.4199521,170.6307541,136.2014412
URBN,-31.966,-42.559,-30.907,-9.496,11.372,50.943,45.675,35.347,41.885,30.183,9.108,80.05308085,28.15218027,33.64415416,34.58131076
URG,-4.286,5.31,-29.444,-41.622,-35.224,-11.765,24.409,46.296,5.809,-3.81,-22.785,2.507792092,-76.36386588,-80.88252059,-10.43563739
URGN,-57.282,-45.556,-37.72,-6.984,89.041,154.622,27.233,70.799,41.383,-29.467,4.795,20.31644587,15.99910598,13.08910676,8.981526365
URI,-4.688,-11.863,-14.766,27.528,21.119,54.928,34.743,46.988,77.73,60.858,108.989,159.87251,51.37600357,26.0728056,6.2948091
