Ticker,31-Jan-22,30-Apr-22,31-Jul-22,31-Oct-22,31-Jan-23,30-Apr-23,31-Jul-23,31-Oct-23,31-Jan-24,30-Apr-24,31-Jul-24,31-Jan-25,30-Apr-25,31-Jul-25,31-Oct-25
MAR,28.85,10.944,28.4623,28.4623,28.4623,28.4623,26.775,29.608,32.742,11.019,38.088,58.221,28.657,19.719,16.266
SUN,21.086,9.69,6.161,9.962,1.121,9.37,24.107,34.56,18.718,17.713,1.022,25.533,-5.19,-2.379,6.385
NOV,21.841,22.876,47.304,36.58,-8.66,9.515,-9.175,-26.655,-6.661,6.908,-19.796,-0.762,-11.453,-1.254,8.433
A,10.943,-7.026,-26.515,-0.878,4.928,-5.597,-6.096,-7.935,4.7,9.118,18.047,20.66,21.049,18.986,16.622
AA,56.305,18.872,-10.85,-34.57,-45.824,-27.543,-43.226,-41.701,1.778,-13.093,70.523,65.71,48.331,37.62,29.581
AACG,-64.176,-32.841,-20.455,36.232,82.888,-31.319,-50.286,-45.745,-28.325,-48.08,20.69,-15.212,35.607,24.115,10.719
AADI,-49.197,-54.191,-38.146,-63.468,-44.032,-60.807,-65.324,-69.663,-74.2,-75.184,-54.409,-119.815,-40.382,-36.197,-33.073
AAGR,-21.1629,-0.1,0.816,4.069,4.167,6.332,-21.1629,-96.491,-21.1629,-21.1629,-21.1629,-74.295,62.547,-18.925,-99.749
AAL,0.747,-33.459,-32.328,-10.729,-36.301,23.864,-14.933,-4.949,-2.011,-39.22,11.616,11.554,-0.448,-2.663,-4.675
AAMCF,-37.355,28.946,-27.14,406.779,656.158,68.672,-70.722,-92.227,-394.544,-85.765,73.5271,-1792.68,-930.537,315.24,762.549
AAN,-39.9,-48.556,-66.584,-28.819,-50.219,2.065,9.753,-46.181,15.489,-36.979,2013.8877,148.785,1056.669,4119.152,15156.256
AAOI,-63.85,-74.416,-71.875,-36.207,-28.352,234.518,301.646,446.332,152.502,10.622,83.402,-161.508,-787.947,-616.608,-980.377
AAON,-25.134,-2.292,-11.372,39.157,100.879,68.541,32.014,59.957,66.09,25.2,106.448,104.382,36.273,52.146,-9.053
AAP,32.737,-5.801,-13.413,-68.589,-29.4213,-63.341,-61.403,-113.225,23.886,1.347,-26.411,406.349,211.664,188.731,2285.18
AAPL,18.108,12.091,3.965,-9.294,15.0625,10.098,25.413,20.291,22.957,20.809,26.187,34.942,37.248,33.643,31.167
AAT,-6.4582,-1.2415,-1.2415,-1.2415,-50.273,-25.901,-35.459,-18.54,2.401,14.866,50.423,29.016,7.261,13.791,-23.151
AAUAF,-42.913,-42.067,-42.169,-36.246,-58.966,-44.813,-43.333,-28.934,-31.814,-38.1431,-31.6223,-10.176,-9.875,-9.173,-12.166
AB,-6.395,-8.551,-33.292,-19.862,-14.343,-25.306,-23.356,-15.668,1.135,6.259,34.361,30.518,28.904,21.585,7.343
ABBV,32.035,20.329,24.672,5.055,-3.141,8.213,-2.808,16.152,22.57,24.732,41.976,47.158,34.653,29.169,15.933
ABCB,-24.798,-5.403,-5.558,-3.293,-31.017,-5.648,-23.213,-5.598,35.824,27.175,73.989,148.241,25.339,47.303,15.25
ABCL,-79.087,-37.898,-13.437,-0.448,-0.452,-37.264,-63.807,-40.27,-53.02,-59.11,-34.763,-82.905,-30.868,-31.236,-29.593
ABEO,-88.094,-85.438,-81.77,-64.317,-26.63,-36.052,8.434,148.755,47.667,66.107,32.222,66.534,-3.677,-8.435,3.787
ABG,-1.959,-11.639,-24.842,21.612,-3.617,27.931,18.881,-10.316,19.136,6.332,24.909,47.08,32.724,31.665,30.029
ABL,2.357,3.173,2.224,4.509,-0.601,-37.698,14.342,16.779,7.755,64.968,-23.789,11.929,2.493,5.063,4.433
ABM,-7.767,-10.424,0.218,11.861,1.517,10.741,-15.87,0.131,6.318,0.519,32.532,9.857,9.123,5.522,3.299
ABNB,-15.46,-24.705,-54.36,-15.146,6.451,22.483,29.83,15.889,21.486,-7.389,23.353,44.748,11.896,11.493,11.304
ABOS,-17.9246,-64.617,-48.186,-9.657,77.399,29.39,-66.938,-10.926,-18.263,-60.429,31.773,-32.448,-13.561,-13.982,-8.665
ABR,3.3654,2.8139,2.8139,2.8139,-32.277,6.017,-12.923,-13.707,0.312,-22.928,17.778,27.638,25.921,32.308,33.153
ABT,5.1185,6.0015,6.0015,6.0015,-1.396,-1.013,-4.33,6.811,5.691,-1.488,19.324,14.844,13.267,8.305,6.014
ABUS,-13.851,-16.447,-37.113,-4.746,0,-18.898,-24.18,-4.982,35.782,74.757,111.892,76.1,88.021,72.375,72.471
ABVC,-69.4826,-76.701,-78.919,-69.974,-63.208,-70.383,-83.344,-69.4826,-69.4826,-69.4826,-69.4826,-93.077,-62.807,-52.041,-44.372
AC,7.577,17.85,5.007,-9.951,-5.444,-13.492,-18.098,-9.353,-13.246,-8.276,-6.2505,-17.009,-10.039,-6.194,-4.36
ACA,-11.212,14.605,20.574,27.788,26.172,32.343,3.298,29.248,30.423,1.449,43.752,72.449,30.816,23.069,20.88
ACAB,0.2164,1.7241,1.7241,4.322,4.44,5.095,5.76,3.372,9.203,5.513,0.2164,26.273,-17.145,-29.592,11.196
ACAD,-10.119,-15.74,-31.293,-17.471,14.445,67.694,62.416,14.766,5.87,-44.228,-121.4289,-71.297,-151.57,-426.39,-661.665
ACBA,0.688,3.783,4.464,7.101,8.594,9.45,10.541,10.958,10.533,7.7295,9.0678,11.183,11.702,11.898,12.195
ACCO,-16.629,-27.069,-36.353,-37.326,-31.132,-11.35,-6.654,3.525,-5.068,-19.55,4.158,-0.54,5.257,8.838,-5.724
ACEL,-4.6864,0.0349,-27.679,-28.233,-30.85,-2.45,10.235,12.473,12.444,-0.628,9.768,45.269,8.445,6.409,5.414
ACET,-19.348,132.539,109.793,-40.555,-36.689,-87.334,-93.102,-9.0608,-47.27,-9.0608,-2.256,-6.386,-3.523,-1.916,-8.916
ACGL,18.959,8.777,34.021,45.499,54.132,77.839,49.779,26.196,44.716,24.922,17.869,71.692,28.707,30.523,33.075
ACHC,18.533,28.387,25.726,19.575,0.845,-2.767,-7.325,15.06,4.488,-6.711,-27.907,56.576,112.676,100.303,61.984
ACHL,-84.964,-60.317,-72.961,-65.147,-53.835,-66.833,-55.307,-15.607,-5.765,-23.518,33.75,92.925,158.939,241.725,356.795
ACHR,-64.925,-36.96,-50.174,-6.186,-32.092,55.083,83.916,76.923,32.905,-44.512,-26.046,52.067,-5.624,-1.895,-0.008
ACHV,-29,-31.262,-73.558,-34.027,37.872,2.885,90.455,2.365,10.195,-18.598,19.332,-35.267,9.8,7.882,6.845
ACI,67.932,23.184,-5.915,-28.113,-33.291,-18.633,-16.838,8.451,-9.144,-6.694,-18.435,-2.713,16.18,17.441,16.865
ACIC,-76.678,-69.712,-92.846,1.163,311.871,503.175,2587.5,209.483,597.059,48.289,42.389,191.517,93.849,95.437,93.146
ACIU,-50.72,-49.715,-60.719,-45.261,-43.275,-15.581,-6.045,44.156,20.693,18.456,19.118,64.054,-8.529,-7.869,-7.646
ACIW,-27.13,-16.002,-36.562,-23.169,-12.495,-12.468,14.92,27.558,75.827,92.227,157.056,175.667,86.15,43.172,18.277
ACLS,41.892,72.454,-1.998,77.808,110.361,137.508,113.954,-11.193,25.396,-39.542,-31.969,-16.382,18.554,32.569,36.525
ACLX,56.305,18.872,-10.85,96.897,156.554,75.052,110.746,116.533,95.946,56.116,117.934,99.292,83.185,84.038,83.91
ACM,-1.116,18.19,8.57,21.356,22.217,14.521,9.826,-3.588,6.005,9.9242,10.6183,3.261,5.575,5.979,7.358
ACMR,-49.126,-37.183,-76.203,-62.288,-22.946,-26.706,109.538,199.609,86.738,30.007,16.483,191.495,46.071,52.29,56.545
ACN,19.712,-1.965,-26.842,-33.979,-14.973,7.494,-2.5558,-2.5558,6.498,-0.355,18.633,0.219,-7.871,5.823,4.996
ACNB,11.3546,23.165,30.671,10.104,-18.23,-0.843,-1.873,-5.256,12.817,10.818,29.765,44.293,23.819,20.288,15.627
ACNT,55.285,31.485,17.913,-48.011,-34.756,-27.636,-46.177,13.88,-1.54,4.475,16.873,29.345,23.346,19.369,14.844
ACORQ,-82.585,-87.45,-81.486,-63.235,13.746,85.845,-28.995,7.76,15.675,-22.2634,-13.3543,-1.909,-7.371,-8.359,-8.668
ACR,-27.711,-46.678,-33.688,-20.766,-22.193,-5.156,-22.846,13.749,50.523,71.687,109.481,136.225,59.641,41.714,28.772
ACRE,4.425,-9.151,-23.116,-17.26,-48.696,-24.307,-17.193,-36.672,-23.576,-34.908,-28.285,-0.091,-41.959,70.309,-123.054
ACRS,-51.547,-2.439,-1.638,-9.561,-24.46,-36.528,-66.194,-90.603,-35.953,-86.98,-58.759,123.345,321.332,360.906,360.897
ACT,56.305,18.872,8.206,16.587,-0.752,13.597,9.587,14.309,18.627,13.936,20.007,40.324,14.55,14.716,14.336
ACTG,-15.514,-12.973,12.3004,12.3004,12.3004,12.3004,-6.923,10.714,18.677,25.51,18.733,45.353,18.204,21.223,24.089
ACU,-25.146,-28.6,-35.612,-26.222,-22.005,15.244,19.0781,19.0781,19.0781,19.0781,31.82,96.881,136.678,47.743,38.139
ACVA,-71.783,-69.146,-65.276,-5.587,66.585,113.175,113.514,18.343,57.678,-8.344,37.131,72.25,50.464,47.025,47.185
ACXP,56.305,-9.375,-42.455,-8.333,-12.174,-58.092,22.378,-20.235,-20.003,4.224,-47.143,-21.151,-16.101,-26.409,-8.732
ADAP,-68.571,-32.754,-60.381,-27.473,-11.039,-63.362,-72.933,29.545,-6.554,28.235,36.945,2.244,14.522,14.538,14.871
ADBE,-3.221,-37.077,-51.29,-31.112,-17.585,30.917,78.607,73.094,37.318,9.583,3.044,28.661,3.995,24.459,29.672
ADC,-4.915,4.187,-3.885,13.414,-0.015,-16.988,-20.444,-20.159,-0.473,3.155,37.766,13.829,19.608,14.438,11.434
ADCT,-65.458,-64.656,-85.812,-83.615,-72.215,-79.925,-82.488,61.157,16.035,-29.1579,-24.6966,165.398,37.701,16.381,7.983
ADEA,-21.77,-21.894,-41.396,-39.235,-53.342,-28.824,-20.233,15.33,12.223,-10.36,40.853,76.575,13.108,7.824,4.908
ADGM,-6.136,-2.061,0.909,5.408,6.537,7.84,8.709,8.712,758.9,-61.707,-65.838,4655.683,3211.804,-319082.064,-99570.009
ADI,5.377,4.441,2.624,-6.837,16.538,8.304,4.32,7.611,23.143,38.661,28.183,51.779,44.113,37.576,53.518
ADIL,-37.991,-80.806,-91.23,-81.852,-78.783,-86.891,-68.822,-86.239,-79.234,-50,-54.12,-129.331,-41.859,-38.322,-35.065
ADM,43.645,34.104,39.443,6.693,-16.262,9.034,-23.777,-30.215,-21.353,-27.368,-24.126,-31.666,-6.192,-2.022,11.416
ADMA,-14.371,38.562,76.429,107.333,149.65,91.509,46.559,72.99,297.811,200.246,444.751,930.81,1806.945,4059.722,9022.339
ADN,-84.25,-65.223,-80.308,-54.31,-53.917,-74.725,-77.089,-89.811,-85.402,-91.546,-75.4557,-93.837,-85.016,-79.599,-75.008
ADNT,-30.358,-10.844,-19.13,2.502,2.052,31.316,-16.751,-27.689,-21.44,-50.553,-39.787,-25.177,6.136,6.592,5.571
ADP,16.68,15.245,5.769,11.069,1.348,1.506,-7.951,7.9,11.08,4.399,31.854,28.772,15.33,21.266,4.161
ADPT,-73.914,-73.528,-77.797,-40.912,-18.919,-19.515,-44.859,-52.65,-27.849,-44.095,31.235,-37.21,8.779,-3.615,-12.703
ADRT,15.6987,18.705,18.705,4.595,5.924,13.659,12.979,24.164,23.401,10.789,15.6987,55.412,21.052,15.075,25.349
ADSK,-27.839,-21.999,-33.472,-24.867,5.575,-5.04,8.754,13.72,9.897,7.329,17.516,17.101,16.027,16.378,17.117
ADT,-23.996,-26.736,-18.137,0.937,-18.429,-18.052,-21.308,-4.642,-3.125,12.361,25.231,-12.339,2.322,-16.045,1.434
ADTH,-20.103,-67.347,-78.614,-83.158,-81.29,-49.063,-41.315,79.375,76.767,5.3323,97.8346,318.071,281.139,385.976,514.561
ADTN,4.264,1.317,-12.083,-19.564,-53.162,-66.065,-72.457,-66.466,-74.286,-45.0656,27.8758,-92.154,-72.845,341.254,300.658
ADTX,-88.2,-92.166,-97.259,-95.987,-96.028,-96.224,-95.3369,-95.3369,-95.3369,-95.3369,-99.782,-96.015,-96.109,-95.599,-95.183
ADUS,-15.349,4.011,16.702,28.053,5.052,-2.874,-27.335,-15.225,39.088,33.957,57.376,188.627,69.632,74.767,64.179
ADV,-61.17,-57.056,-63.401,-71.077,-68.619,-44.366,-36.923,73.094,48.081,54.43,60.732,181.517,33.485,20.598,11.171
ADVM,-75.374,-37.344,-67.912,-48.201,-7.56,21.192,24.385,145.833,21.478,-64.536,-17.143,19.136,25.497,177.919,202.467
ADXN,-50.563,-86.606,-90.84,-81.092,-81.594,-57.902,-62.526,8.041,-51.782,-12.752,-60.8045,-133.773,-92.554,-81.04,-70.764
AE,31.015,30.048,30.319,19.729,8.79,-0.701,-20.794,-39.951,-12.379,-31.543,16.766,1.949,21.756,19.069,17.258
AEAE,6.6565,8.2218,0.299,4.378,3.514,7,6.064,7.907,10.373,12.056,7.0874,18.836,11.791,5.223,8.333
AEE,7.933,5.791,-3.959,2.077,-2.353,-9.762,-6.084,-16.737,-4.976,-3.292,13.732,-7.714,8.1,6.415,5.345
AEHR,312.719,123.138,-28.613,118.535,216.791,165.912,171.226,-40.253,15.766,-58.18,-60.01,-84.102,9.088,32.217,38.398
AEI,-91.291,-80.803,-91.516,-82.717,-79.863,-81.07,-60.866,-57.233,-55.917,-29.399,-15.294,-91.643,-25.509,-31.837,-26.048
AEIS,-10.931,2.766,-13.891,12.993,4.818,32.023,9.376,2.532,17.74,-11.606,23.504,50.609,49.878,51.237,40.078
AEL,11.31,23.172,-5.877,15.759,13.347,30.198,62.564,33.349,42.006,26.774,23.712,41.912,34.452,27.844,22.87
AEM,-16.505,-30.347,-19.101,-10.232,0.125,19.377,5.78,20.452,39.508,48.266,81.013,62.163,23.878,13.724,9.624
AEMD,-78.049,-75.095,-83.725,-61.65,-64.068,-73.542,-66.66,-67.778,-80.251,-88.892,-75.468,-109.165,-20.482,-27.412,-33.016
AEO,-39.442,-58.361,-57.074,-45.12,-28.243,-24.18,48.404,5.253,43.524,109.125,20.814,101.727,-3.086,-21.363,1.032
AEON,0.825,1.546,1.534,3.988,-57.5486,-57.5486,-57.5486,-57.5486,-57.5486,-81.718,-83.293,-167.533,-83.544,-83.619,-83.672
AEP,3.7413,13.443,2.916,4.794,-10.729,-11.455,-9.108,-10.958,2.736,15.107,21.466,11.365,13.481,10.678,8.286
AER,-20.093,-8.393,-20.587,27.274,16.909,31.676,10.299,18.909,43.498,44.178,57.958,97.966,36.721,30.175,25.937
AES,-16.189,-2.707,4.585,16.015,5.391,-10.217,-41.421,-36.866,-16.978,-13.269,6.387,-6.484,12.653,14.387,14.928
AEYE,-80.3,-52.479,-42.523,-4.257,90.704,-4.013,-8.838,53.832,260.161,351.505,488.889,679.594,514.521,397.413,271.231
AFBI,18.925,9.837,-0.478,-6.931,-17.667,-5.119,-3.567,17.163,32.884,52.734,52.916,83.176,32.964,26.846,25.187
AFCG,-32.685,-12.635,-27.305,-20.279,-30.946,-26.85,-34.223,-26.2669,-26.2669,-26.2669,-25.9628,-28.639,-20.239,-28.868,-25.598
AFG,12.044,-2.903,2.127,-3.006,-19.667,-12.96,-24.748,-5.152,5.369,14.082,26.315,34.677,18.738,13.934,11.643
AFIB,-92.301,-85.64,-79.341,-59.534,0.957,-59.277,-77.66,-76.953,-96.493,-79.8324,-66.3178,-172.082,-67.455,-69.068,-70.374
AFL,5.644,5.628,20.466,11.333,22.835,29.792,22.552,16.159,17.744,33.329,28.117,-23.487,8.754,6.478,3.229
AFMD,-58.322,-55.735,-59.823,-83.943,-69.128,-81.944,-86.013,-24.469,-35.789,-30.267,14.961,-7,26.04,36.709,22.996
AFRM,-53.142,-79.369,-89.432,-63.341,-48.123,-25.844,39.13,207.241,114.574,77.515,124.219,265.185,123.822,114.541,108.2
AFYA,-50.286,-40.84,16.704,-23.825,5.053,18.226,-3.7303,-3.7303,-3.7303,-3.7303,-1.705,-0.707,18.162,21.915,26.781
AG,-53.358,-36.06,-29.338,-48.328,-6.191,-26.335,-50.335,-5.294,2.359,-9.781,51.91,53.991,43.634,34.621,27.753
AGAE,-35.426,-21.5,-33.508,-20,-3.4351,-3.4351,-3.4351,-12.931,14.701,44.641,33.929,-6.833,2.576,-2.948,-6.157
AGEN,-45.928,-52.593,-49.888,-29.344,-9.639,-51.172,-66.215,-67.23,-75.675,-78.88,-79.393,-111.162,-34.739,-25.167,-19.622
AGI,-2.625,-5.788,9.409,30.401,65.982,54.248,54.177,34.921,50.442,47.203,57.291,54.813,29.729,23.404,19.182
AGIO,-58.767,-42.596,-46.898,-10.539,7.043,-9.332,-20.334,2.84,43.905,71.55,111.571,107.132,39.629,25.487,18.601
AGL,-38.5036,-46.0692,-20.108,9.672,44.42,-25.313,-12.532,-69.275,-70.668,-67.366,-83.481,-166.041,-83.435,-81.964,-79.135
AGM,-6.267,14.265,-16.015,14.05,23.849,51.773,8.3417,8.3417,8.3417,8.3417,13.201,7.55,-0.032,-18.957,2.966
AGNC,-33.079,-22.53,-47.965,-14.588,-22.512,-21.121,-1.185,-13.223,-3.828,0.721,11.631,0.211,-14.5677,-14.5677,-14.5677
AGO,19.568,2.749,7.702,-8.155,-9.379,21.406,10.576,62.532,40.582,22.5,38.773,87.704,74.22,76.97,31.09
AGR,-14.117,-10.069,-24.118,-5.94,-10.823,-20.154,-25.981,-22.287,-6.22,-5.182,20.946,15.34,19.243,14.189,8.771
AGRI,56.305,-48.127,-57.868,-74.776,-79.422,-92.767,-96.748,-99.581,-101,-70.8886,-93.5938,-114.902,-123.274,-125.881,-133.242
AGRO,5.637,-13.676,-10.148,-32.899,-17.49,5.843,20.588,42.95,18.132,11.996,9.659,17.759,-0.875,11.765,21.274
AGRX,-97.595,-98.568,-98.374,-97.478,-93.115,-92.829,-87.147,-95.025,-69.705,-83.3656,-60.6642,-3.82,12.754,14.629,11.069
AGS,-26.897,-37.634,-29.615,-19.314,-13.208,30.843,19.164,42.992,51.718,13.1921,5.9764,113.872,7.097,12.332,14.553
AGTI,18.96,-7.882,-38.735,-6.049,-7.471,-7.193,-60.581,-42.517,-45.657,-26.9461,-20.2699,-72.336,-15.627,-14.22,-17.348
AGX,-26.649,-16.212,-31.242,-8.364,-0.554,7.405,25.863,28.161,46.667,56.284,74.822,87.467,42.445,26.42,17.43
AGYS,-20.951,-14.194,46.894,139.507,78.039,47.371,27.456,1.407,41.777,55.521,39.067,79.839,22.843,19.817,19.122
AHCO,-40.393,-11.991,-15.706,0.44,-23.957,-33.993,-62.688,-37.461,-29.691,-41.008,19.376,-22.37,-19.863,-15.709,-3.505
AHH,-1.404,2.879,-27.46,-8.322,-13.643,-11.856,-9.752,-22.349,-9.878,-4.094,-2.9604,-1.339,4.077,11.783,21.799
AHT,-43.6255,-53.5098,-53.5098,-53.5098,-38.976,-71.751,-63.813,-64.021,-70.253,-69.8,-52.232,-99.904,-8.634,4.286,-1.061
AI,-76.203,-70.538,-69.541,-57.057,21.502,98.095,90.152,101.705,35.882,-23.317,-23.506,-27.839,-61.83,-34.444,-6.384
AIFF,26.36,-53.282,-80.416,-91.781,-86.795,-60.331,-81.645,-20,-54.208,-56.181,-20.05,-87.039,-35.068,-5.492,16.951
AIFU,-59.895,-62.816,-65.753,37.829,56.098,40.777,45.053,-45.465,-28.06,-81.793,-31.8089,-98.87,-144.746,-70.112,-19.801
AIG,21.352,5.103,-2.849,-0.912,-13.41,14.416,12.36,13.729,24.754,22.262,19.002,66.755,10.597,6.297,7.744
AIHS,-86.826,-85.165,-85.942,-70.305,-44.364,-50.495,-77.941,-32.733,91.887,102,310.476,300.012,163.8,110.675,72.176
AILE,-75.3213,30.2464,1.852,4.713,6.051,7.012,6.071,27.202,7.144,-61.918,-75.214,57.352,246.985,-178.217,-812.964
AIM,-50.746,-60.75,-71.871,-59.434,-57.071,-12.611,-5.613,13.953,-23.279,-60.058,-44.273,-31.074,-21.342,-21.781,-19.762
AIMD,-39.9,-83.333,-89.577,-88.991,-93.514,-72.4,-84.434,-54.444,-76.853,-84.638,-38.788,-126.415,-37.377,-32.076,-36.202
AIN,-14.666,1.794,6.416,17.826,12.531,11.182,-0.478,-8.684,-5.302,-9.89,-19.124,-4.815,0.334,4.987,7.858
AINC,38.835,11.803,-44.855,-29.668,-24.476,-44.282,-59.669,-80.976,-59.586,-34.6289,-3.2395,-53.415,47.843,87.278,104.524
AIOT,-62.56,-58.889,-62.406,9.585,32.479,-29.73,-16.4,46.939,73.212,135.096,149.282,154.083,89.895,84.199,94.662
AIP,56.305,18.872,-77.798,-52.563,-53.712,-20.571,33.2,26.19,17.82,9.353,7.508,51.238,-5.11,-2.034,-0.67
AIR,17.284,16.422,14.38,21.696,12.22,37.422,55.76,56.58,37.158,7.69,21.0051,28.336,5.041,6.755,9.067
AIRC,7.781,-15.066,-30.705,-26.9,-25.507,-22.049,-18.326,-14.907,-9.92,-13.9996,-19.0503,15.603,-6.508,-16.922,-22.019
AIRG,-59.038,-53.711,-31.159,-34.919,-38.859,-42.962,-59.211,-10.962,54.815,39.056,231.936,171.032,95.148,25.239,-21.433
AIRI,-40.179,-45.23,-48.077,-56.776,-56.851,-55.021,-41.667,42.896,32.077,14.369,52.063,179.823,59.191,75.739,75.859
AIRT,-36.345,-53.862,-27.32,-4.612,67.823,47.341,19.196,-20.501,-25.082,0.089,-39.786,-156.83,-154.671,-94.364,-46.529
AISP,-1.707,2.178,2.464,-34.57,2.758,8.731,7.214,-27.488,-37.111,-67.6,-65.467,-78.056,-34.028,-7.558,-27.146
AIT,9.743,27.206,28.493,40.394,29.225,34.532,18.794,26.213,39.339,29.607,53.433,73.455,37.164,34.929,26.871
AIV,-14.072,19.879,-7.97,7.45,32.578,4.684,-16.779,-4.4,13.375,5.804,41.301,49.639,30.108,17.458,10.307
AIZ,17.019,-1.606,-24.855,-19.81,-31.183,-9.313,32.72,30.285,25.014,20.171,6.0899,51.206,15.083,16.366,15.892
AJG,13.474,27.227,10.545,26.432,30.91,24.582,23.14,22.444,26.947,28.427,24.921,38.17,31.225,23.293,25.555
AJX,-25.258,-26.274,-44.99,-31.401,-40.701,-32.971,-44.734,-46.944,-1091.552,-46.686,-29.596,-6348.379,-27645.907,-133510.455,-656577.851
AKA,56.305,18.872,-86.708,-80.946,-87.972,-69.231,-57.671,-25.251,104.882,88.411,230.769,462.267,79.573,62.375,53.038
AKAM,-13.816,-17.011,-22.767,-32.939,-17.403,-0.137,31.792,27.5147,27.5147,27.5147,26.6859,107.114,125.139,115.175,98.826
AKBA,-88.103,-85.714,-90.625,-62.837,207.246,236.585,236.842,71.464,111.129,-13.768,94.271,41.378,-20.273,-50.494,-108.843
AKLI,-133.9769,-77.033,-83.784,-83.333,-85.758,-50.885,-71.605,-76.788,-92.205,-93.295,-136.0369,-169.541,-142.018,-228.505,-440.06
AKR,-1.532,-23.693,-34.642,-31.698,-34.516,-1.358,1.201,16.367,33.603,35.419,71.788,78.204,39.54,18.363,5.964
AKRO,-59.755,-26.897,51.915,123.5,327.509,245.065,-63.098,-32.911,40.78,-47.971,142.606,0.987,50.48,40.417,38.513
AKTS,-54.965,-56.469,-53.088,-20.661,-35.189,-70.781,-83.417,-87.063,-87.161,-92.759,-91.047,-97.897,3.418,-3.338,-8.667
AKTX,-51.451,-67.494,-27.982,-82.71,-27.982,-64.675,-27.982,-49.595,-27.292,-8.861,-23.3842,13.962,14.586,43.71,59.94
AKYA,-52.859,-13.359,-11.928,-2.681,-31.346,-58,-64.48,-53.168,-59.436,-66.974,-24.94,-89.051,-42.412,-44.157,-47.181
AL,-17.329,-12.266,-19.259,4.048,-0.421,8.309,7.211,-3.013,13.355,16.196,27.307,24.122,-81.897,-10.979,-19.841
ALAR,-58.043,-50,-65.876,-80.293,-43.351,-58.983,44.109,1102.841,565.897,512.81,259.9328,1228.707,278.887,209.797,161.723
ALB,28.908,15.809,-2.252,42.189,-19.752,-15.3,-53.865,-56.927,-38.383,-53.832,-21.454,-28.92,21.718,39.121,46.128
ALBT,-54.853,-38.804,-57.547,-72.478,-59.609,-83.076,-86.342,-84.32,-89.168,-72.828,-65.723,-142.721,-52.885,-48.653,-46.12
ALC,-12.398,5.76,-27.378,-10.326,13.815,6.294,18.289,14.839,15.17,20.294,15.915,15.388,3.106,2.43,1.803
ALDX,-76.929,-27.691,-38.889,62.551,-1.6878,-1.6878,-1.6878,-1.6878,-1.6878,-53.157,141.629,598.663,505.285,-198.693,-929.647
ALE,-15.115,-11.71,-10.69,0.486,4.581,-8.774,-1.38,-3.9063,-3.9063,-3.9063,-3.4789,-2.221,-0.721,6.481,2.053
ALEC,-39.402,-56.068,-65.556,-47.121,-29.412,-41.527,-32.984,-17.916,-31.456,-25.887,-27.956,-38.968,-11.036,-8.518,-10.619
ALEX,14.239,-0.549,-22.415,-17.574,-9.647,-4.571,-16.857,-3.8049,4.56,2.684,12.081,29.464,39.602,20.176,5.034
ALG,-25.399,-9.967,-3.674,20.331,43.357,53.307,7.549,32.353,19.362,-1.017,4.577,19.401,22.322,30.416,32.164
ALGM,12.2652,-8.136,-23.831,38.596,62.884,68.824,2.519,-25.504,-1.279,-46.389,-19.002,11.881,22.16,2.048,3.977
ALGN,-50.159,-58.513,-72.877,-40.565,10.546,23.052,9.125,-0.739,-0.052,-40.933,7.45,1.736,0.208,-10.003,4.669
ALGS,-95.046,-91.436,-93.296,-44.49,9.677,-35.98,-29.907,-36.029,-61.724,-49.769,-50.133,-168.525,-134.926,-135.654,-119.534
ALGT,-33.722,-39.607,-57.247,-39.601,-32.575,-3.806,-18.501,-28.047,68.419,-61.711,8.589,513.987,-35.99,896.76,893.868
ALHC,-56.82,-16.972,-41.357,19.759,-28.205,-65.554,-52.612,-42.0891,-42.0891,-42.0891,-42.1451,-58.997,-58.912,-61.221,-59.557
ALIM,-58.635,13.821,-14.386,-65,-58.975,-53,-33.197,89.048,48.081,68.693,2.3749,168.861,-11.893,-6.254,-0.772
ALK,-1.3556,-22.189,-21.335,-11.752,-15.604,7.685,-26.734,-25.638,5.447,-27.942,58.78,46.534,35.865,54.933,13.517
ALKS,39.55,7.994,-16.021,5.189,-6.583,3.4821,-2.535,3.549,0.959,-11.78,14.499,1.06,17.267,17.604,17.68
ALKT,-64.962,-55.621,-53.308,-1.153,0.787,15.185,43.917,61.698,91.904,105.711,88.711,236.2,120.364,115.304,125.978
ALL,4.888,-10.758,-2.204,8.905,-16.592,-1.764,5.197,16.098,27.83,51.393,46.004,50.05,-35.17,-26.096,-0.116
ALLE,-15.691,-23.285,-21.335,-3.373,-5.9,12.453,-4.929,16.723,16.487,9.003,47.692,17.98,3.418,8.165,-20.812
ALLGF,-47.0364,-55.601,-10.85,-70.301,-45.824,-59.404,-58.472,-28.692,-51.379,-48.0241,-46.3271,-58.947,-40.771,-54.088,-46.361
ALLK,-96.419,-95.441,-93.453,-0.735,26.765,34.247,-70.588,-46.9892,-46.9892,-46.9892,-49.4838,-42.637,-65.356,-66.275,-67.583
ALLO,-67.154,-32.083,-47.658,-30.752,-39.343,-68.796,-70.796,-29.213,-41.184,-47.335,7.407,-38.372,-0.46,-10.517,-17.043
ALLT,-70.723,-73.11,-66.667,-63.768,-47.451,-46.137,-67.281,-28,-17.263,31.076,-16.6013,24.027,35.685,25.658,17.297
ALLY,-20.996,-34.605,-45.703,-40.123,-38.202,-9.004,-9.265,21.41,26.462,29.915,45.597,80.121,62.519,38.861,37.038
